roughness,brightness,thickness,curling,dirt,clip,wave,quality
270.0,89.0,0.9,30.0,1.0,3.0,2.0,A
300.0,75.0,1.2,20.0,0.9,2.0,3.0,A/B
290.0,90.0,1.0,20.0,1.0,3.0,2.0,A/D
350.0,89.0,1.0,65.0,1.0,3.0,2.0,broke
336.67851659121834,96.00038046334195,0.5070058012582561,6.45594830867724,0.3064310107104081,2.8318721989641196,1.5038887589547536,A/B
359.1008713569905,76.61704684013185,0.8513330265459871,33.410825627614805,0.19619332768598474,4.009034786371085,4.7624893358219,A/B
385.4053110721932,84.60972476916385,0.6408348459646162,18.341254147532304,2.8832039173676796,4.142955155844275,1.6366644832803399,A/B
340.10793375911993,93.14469379985553,1.401435757320214,32.28882793780985,2.074687879772904,3.76679053063849,1.2396231658694186,A
352.56447754838484,89.88389830292331,1.0332643348517845,33.25129900361649,0.25671972232874585,2.250293167501565,4.485824896810994,A/B
308.8262251831762,99.25753141879119,0.878225397982265,57.47855149873764,2.2580511344098877,2.3915137290734836,2.7902803389483593,A/B
322.0662447569276,87.38022306132625,0.551599985905115,63.87003205816458,1.4185864609997814,4.736589683302213,1.419204476696882,A/D
301.87845825210474,71.42334909626743,1.2134878811175003,98.02369926586135,0.6065134272028414,1.1853809495739451,4.980516519642242,A/D
393.19506030708675,74.59788515712748,1.2188924603166478,40.6503578152694,0.8190818954143367,2.8792953045711376,2.743613769526616,broke
336.7651112629055,70.73435855178214,1.1098978134983244,73.87114510966884,2.162297542434359,4.955028036576442,3.5406041807634,A/D
395.31351142554774,90.33113653055695,1.2377257964547472,60.52908777286886,1.6300972716553954,2.378508968306816,2.9700810337049135,A
276.06631298722914,65.8268798502471,1.380329713975011,99.83617379658295,2.3948925729091237,4.609510770922775,2.4845145460323392,A/D
307.4571130547725,76.86018001050164,0.8890821941353839,76.6834858914313,1.3410266082467988,4.753314404677882,2.9293206179138576,A/B
349.8891071276087,68.78616246674855,0.5282829562700609,52.03969286698494,1.5279035234906515,1.8771004038800445,4.464080633380835,A/D
393.13774137502355,78.50219790507212,0.9569188409368058,64.26979440605774,2.506461445798351,2.4243922921718988,3.702753186672852,A/B
275.42654351755345,77.99869559823503,1.3473778191002133,46.506495217825105,1.7673524737768316,1.3131739220450322,3.450420677936084,A/B
364.96375612041356,76.07409766227957,1.3916453462980378,89.99259307637375,2.51145316983342,4.540021817628828,3.528107629159808,A/D
362.4104959914474,79.00735333654191,1.137571743016498,2.0077178673344576,0.39780255893893957,1.395059631236132,3.8013036094856947,broke
366.2761530760344,99.1278695590981,0.6538253227729682,54.778413667648095,1.4863352260345253,1.8100599406243236,2.063305285582365,A
267.4086387665989,65.06814286928102,1.03271353864747,60.39307828920792,2.6234094565030897,1.3668077407546355,3.4646716436959757,broke
270.48977531973236,94.07507846559517,0.7313972850916272,48.879554709459846,0.6449352292631483,1.1418290031606761,1.9102737768687468,A
311.2566244571679,90.35480969912328,0.5200482066541943,55.01865064607657,1.602169828797842,3.42710403111529,2.038365725748455,A
290.7833168022561,76.95262008447087,1.3608773907589824,20.67863674252296,2.9780576198009263,2.16119346879941,4.155332396202636,A
371.3202412027114,99.31509264845351,0.7152865242294306,73.46559362511168,0.9347841627061803,4.052407590133244,1.7070109821836237,A/D
395.890384171702,95.9665843613922,0.6258392772969671,56.58083987791521,0.5514919562617088,3.8941754107418967,2.3762623366140536,A/B
266.5812956570734,86.4371552822247,0.6240318786479491,27.52898753623214,0.5648331598697548,4.630616330045784,3.9405046716233243,A/B
278.4518522698446,85.23348343413033,0.9689917565918272,92.28686345492991,0.8392967225974378,1.1756763459107908,1.3087965684275797,A
398.7380735379933,78.39041782329568,1.395154249318606,18.4644357774305,1.9088654888613679,4.935404743741463,3.496184308708426,A
388.5163957529504,74.88124043857148,1.0033129483580492,65.18599209098423,2.908225123718635,3.299730849278417,4.704567378626187,A/B
291.19770789180495,72.86829541473561,0.699827967042045,80.56685327598625,2.160727290675553,1.220047522534149,2.0549219119694078,A
290.26554966186393,89.29704909704589,0.6956135350661393,53.724219952237505,1.984545536544983,3.8514269758292023,1.3365847573249416,broke
316.34866147321446,73.5568286851252,0.6521208366604622,64.96235037698679,1.8383747573360814,2.320107778856824,4.6380751134633265,A/B
330.13341529008346,68.72370492275402,0.7553087830105326,80.95439797138894,0.15019958307520276,3.1600755259877373,4.790065054858302,A/B
334.6960529883622,85.68987282683338,1.4656419465811394,86.35868220606352,0.7002254735638005,4.196847780298375,4.756901550600303,broke
267.9493773240224,98.84903902630055,0.6022501147865927,22.60210302719822,0.4543960304020086,4.620046765362089,4.288309725023023,broke
262.5470686866553,73.46047602210191,1.292415111416001,34.1561001565194,2.3410603117719377,2.2743493946279125,3.0856286047367374,A/B
288.48341792454363,95.70537811104296,1.2018429944778253,12.954754345489006,2.3732367293588172,3.79688050394277,4.276183168538182,A/D
